tract_geoid,tract_name,county_geoid,county_name,county_full_name,school_total,school_age,acs_pov_score
37159050201,"Census Tract 502.01, Rowan County, North Carolina",37159,Rowan,Rowan County,870,0.21,0.5511023153466037
37151030504,"Census Tract 305.04, Randolph County, North Carolina",37151,Randolph,Randolph County,1044,0.18,0.017816680290411512
37081016006,"Census Tract 160.06, Guilford County, North Carolina",37081,Guilford,Guilford County,821,0.18,0.017816680290411512
37081016008,"Census Tract 160.08, Guilford County, North Carolina",37081,Guilford,Guilford County,1736,0.24,1.0843879504027958
37167931000,"Census Tract 9310, Stanly County, North Carolina",37167,Stanly,Stanly County,855,0.15,-0.5154689547657806
37167931202,"Census Tract 9312.02, Stanly County, North Carolina",37167,Stanly,Stanly County,626,0.21,0.5511023153466037
37017950400,"Census Tract 9504, Bladen County, North Carolina",37017,Bladen,Bladen County,819,0.15,-0.5154689547657806
37019020101,"Census Tract 201.01, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,345,0.13,-0.8709927114699085
37019020103,"Census Tract 201.03, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,1351,0.16,-0.3377070764137164
37001020100,"Census Tract 201, Alamance County, North Carolina",37001,Alamance,Alamance County,459,0.13,-0.8709927114699085
37063001502,"Census Tract 15.02, Durham County, North Carolina",37063,Durham,Durham County,679,0.11,-1.2265164681740368
37063001603,"Census Tract 16.03, Durham County, North Carolina",37063,Durham,Durham County,1248,0.19,0.19557855864247572
37155960101,"Census Tract 9601.01, Robeson County, North Carolina",37155,Robeson,Robeson County,1065,0.27,1.6176735854589883
37007920100,"Census Tract 9201, Anson County, North Carolina",37007,Anson,Anson County,508,0.19,0.19557855864247572
37081016102,"Census Tract 161.02, Guilford County, North Carolina",37081,Guilford,Guilford County,599,0.15,-0.5154689547657806
37081016203,"Census Tract 162.03, Guilford County, North Carolina",37081,Guilford,Guilford County,771,0.17,-0.1599451980616522
37081016408,"Census Tract 164.08, Guilford County, North Carolina",37081,Guilford,Guilford County,382,0.2,0.37334043699453995
37081016410,"Census Tract 164.10, Guilford County, North Carolina",37081,Guilford,Guilford County,1671,0.25,1.26214982875486
37159051902,"Census Tract 519.02, Rowan County, North Carolina",37159,Rowan,Rowan County,925,0.16,-0.3377070764137164
37001021701,"Census Tract 217.01, Alamance County, North Carolina",37001,Alamance,Alamance County,450,0.14,-0.6932308331178443
37001021803,"Census Tract 218.03, Alamance County, North Carolina",37001,Alamance,Alamance County,537,0.19,0.19557855864247572
37081016505,"Census Tract 165.05, Guilford County, North Carolina",37081,Guilford,Guilford County,1097,0.2,0.37334043699453995
37001022001,"Census Tract 220.01, Alamance County, North Carolina",37001,Alamance,Alamance County,741,0.19,0.19557855864247572
37147001500,"Census Tract 15, Pitt County, North Carolina",37147,Pitt,Pitt County,921,0.27,1.6176735854589883
37007920400,"Census Tract 9204, Anson County, North Carolina",37007,Anson,Anson County,925,0.29,1.973197342163116
37171930201,"Census Tract 9302.01, Surry County, North Carolina",37171,Surry,Surry County,520,0.17,-0.1599451980616522
37171930501,"Census Tract 9305.01, Surry County, North Carolina",37171,Surry,Surry County,453,0.16,-0.3377070764137164
37171930700,"Census Tract 9307, Surry County, North Carolina",37171,Surry,Surry County,632,0.15,-0.5154689547657806
37189920602,"Census Tract 9206.02, Watauga County, North Carolina",37189,Watauga,Watauga County,172,0.07,-1.9375639815822927
37135011102,"Census Tract 111.02, Orange County, North Carolina",37135,Orange,Orange County,1292,0.22,0.7288641936986678
37135011204,"Census Tract 112.04, Orange County, North Carolina",37135,Orange,Orange County,554,0.18,0.017816680290411512
37135011700,"Census Tract 117, Orange County, North Carolina",37135,Orange,Orange County,190,0.04,-2.470849616638485
37197050102,"Census Tract 501.02, Yadkin County, North Carolina",37197,Yadkin,Yadkin County,722,0.19,0.19557855864247572
37135012201,"Census Tract 122.01, Orange County, North Carolina",37135,Orange,Orange County,539,0.2,0.37334043699453995
37107011002,"Census Tract 110.02, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,798,0.22,0.7288641936986678
37085070802,"Census Tract 708.02, Harnett County, North Carolina",37085,Harnett,Harnett County,315,0.07,-1.9375639815822927
37085071202,"Census Tract 712.02, Harnett County, North Carolina",37085,Harnett,Harnett County,1340,0.28,1.7954354638110526
37119006103,"Census Tract 61.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,643,0.18,0.017816680290411512
37119006105,"Census Tract 61.05, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,771,0.25,1.26214982875486
37119006108,"Census Tract 61.08, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1107,0.24,1.0843879504027958
37119006213,"Census Tract 62.13, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1314,0.22,0.7288641936986678
37163970700,"Census Tract 9707, Sampson County, North Carolina",37163,Sampson,Sampson County,1561,0.22,0.7288641936986678
37005950200,"Census Tract 9502, Alleghany County, North Carolina",37005,Alleghany,Alleghany County,817,0.21,0.5511023153466037
37153970600,"Census Tract 9706, Richmond County, North Carolina",37153,Richmond,Richmond County,875,0.23,0.9066260720507321
37153970800,"Census Tract 9708, Richmond County, North Carolina",37153,Richmond,Richmond County,704,0.15,-0.5154689547657806
37021003204,"Census Tract 32.04, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,1124,0.19,0.19557855864247572
37179020307,"Census Tract 203.07, Union County, North Carolina",37179,Union,Union County,1495,0.23,0.9066260720507321
37159050903,"Census Tract 509.03, Rowan County, North Carolina",37159,Rowan,Rowan County,1126,0.21,0.5511023153466037
37159051001,"Census Tract 510.01, Rowan County, North Carolina",37159,Rowan,Rowan County,1236,0.17,-0.1599451980616522
37023020100,"Census Tract 201, Burke County, North Carolina",37023,Burke,Burke County,815,0.19,0.19557855864247572
37023020301,"Census Tract 203.01, Burke County, North Carolina",37023,Burke,Burke County,676,0.15,-0.5154689547657806
37019020405,"Census Tract 204.05, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,436,0.13,-0.8709927114699085
37019020506,"Census Tract 205.06, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,815,0.17,-0.1599451980616522
37021002607,"Census Tract 26.07, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,521,0.13,-0.8709927114699085
37021000200,"Census Tract 2, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,270,0.19,0.19557855864247572
37021000500,"Census Tract 5, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,614,0.18,0.017816680290411512
37021000700,"Census Tract 7, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,206,0.15,-0.5154689547657806
37023020900,"Census Tract 209, Burke County, North Carolina",37023,Burke,Burke County,956,0.15,-0.5154689547657806
37019020202,"Census Tract 202.02, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,980,0.13,-0.8709927114699085
37019020307,"Census Tract 203.07, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,0,0,-3.181897130046741
37023021000,"Census Tract 210, Burke County, North Carolina",37023,Burke,Burke County,753,0.15,-0.5154689547657806
37063001705,"Census Tract 17.05, Durham County, North Carolina",37063,Durham,Durham County,691,0.14,-0.6932308331178443
37063001706,"Census Tract 17.06, Durham County, North Carolina",37063,Durham,Durham County,597,0.12,-1.0487545898219728
37107011200,"Census Tract 112, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,1767,0.24,1.0843879504027958
37011930302,"Census Tract 9303.02, Avery County, North Carolina",37011,Avery,Avery County,502,0.19,0.19557855864247572
37153970300,"Census Tract 9703, Richmond County, North Carolina",37153,Richmond,Richmond County,611,0.15,-0.5154689547657806
37153970400,"Census Tract 9704, Richmond County, North Carolina",37153,Richmond,Richmond County,766,0.2,0.37334043699453995
37019020310,"Census Tract 203.10, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,138,0.06,-2.115325859934357
37021002702,"Census Tract 27.02, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,472,0.11,-1.2265164681740368
37021002804,"Census Tract 28.04, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,1213,0.24,1.0843879504027958
37151031505,"Census Tract 315.05, Randolph County, North Carolina",37151,Randolph,Randolph County,582,0.17,-0.1599451980616522
37151031601,"Census Tract 316.01, Randolph County, North Carolina",37151,Randolph,Randolph County,643,0.17,-0.1599451980616522
37153970100,"Census Tract 9701, Richmond County, North Carolina",37153,Richmond,Richmond County,766,0.19,0.19557855864247572
37155962001,"Census Tract 9620.01, Robeson County, North Carolina",37155,Robeson,Robeson County,793,0.21,0.5511023153466037
37105030503,"Census Tract 305.03, Lee County, North Carolina",37105,Lee,Lee County,1716,0.24,1.0843879504027958
37131920200,"Census Tract 9202, Northampton County, North Carolina",37131,Northampton,Northampton County,515,0.14,-0.6932308331178443
37085070700,"Census Tract 707, Harnett County, North Carolina",37085,Harnett,Harnett County,788,0.15,-0.5154689547657806
37119005706,"Census Tract 57.06, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1556,0.21,0.5511023153466037
37083930800,"Census Tract 9308, Halifax County, North Carolina",37083,Halifax,Halifax County,894,0.17,-0.1599451980616522
37133000102,"Census Tract 1.02, Onslow County, North Carolina",37133,Onslow,Onslow County,1775,0.2,0.37334043699453995
37133000202,"Census Tract 2.02, Onslow County, North Carolina",37133,Onslow,Onslow County,2016,0.21,0.5511023153466037
37119005716,"Census Tract 57.16, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,964,0.21,0.5511023153466037
37161960900,"Census Tract 9609, Rutherford County, North Carolina",37161,Rutherford,Rutherford County,1166,0.21,0.5511023153466037
37109070902,"Census Tract 709.02, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,1257,0.2,0.37334043699453995
37119003204,"Census Tract 32.04, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,343,0.1,-1.4042783465261006
37119003400,"Census Tract 34, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1034,0.2,0.37334043699453995
37119003700,"Census Tract 37, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,735,0.2,0.37334043699453995
37119001920,"Census Tract 19.20, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1387,0.28,1.7954354638110526
37163970301,"Census Tract 9703.01, Sampson County, North Carolina",37163,Sampson,Sampson County,1363,0.22,0.7288641936986678
37191001302,"Census Tract 13.02, Wayne County, North Carolina",37191,Wayne,Wayne County,506,0.14,-0.6932308331178443
37191002000,"Census Tract 20, Wayne County, North Carolina",37191,Wayne,Wayne County,181,0.19,0.19557855864247572
37049961303,"Census Tract 9613.03, Craven County, North Carolina",37049,Craven,Craven County,480,0.13,-0.8709927114699085
37051001000,"Census Tract 10, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,317,0.12,-1.0487545898219728
37119002003,"Census Tract 20.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,837,0.15,-0.5154689547657806
37119002400,"Census Tract 24, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,318,0.1,-1.4042783465261006
37119002701,"Census Tract 27.01, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,375,0.16,-0.3377070764137164
37119002905,"Census Tract 29.05, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,876,0.28,1.7954354638110526
37027030900,"Census Tract 309, Caldwell County, North Carolina",37027,Caldwell,Caldwell County,616,0.14,-0.6932308331178443
37051001200,"Census Tract 12, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,1033,0.2,0.37334043699453995
37057060304,"Census Tract 603.04, Davidson County, North Carolina",37057,Davidson,Davidson County,877,0.24,1.0843879504027958
37161960400,"Census Tract 9604, Rutherford County, North Carolina",37161,Rutherford,Rutherford County,829,0.22,0.7288641936986678
37085070100,"Census Tract 701, Harnett County, North Carolina",37085,Harnett,Harnett County,741,0.17,-0.1599451980616522
37085070200,"Census Tract 702, Harnett County, North Carolina",37085,Harnett,Harnett County,469,0.15,-0.5154689547657806
37027031300,"Census Tract 313, Caldwell County, North Carolina",37027,Caldwell,Caldwell County,1497,0.18,0.017816680290411512
37033930600,"Census Tract 9306, Caswell County, North Carolina",37033,Caswell,Caswell County,914,0.19,0.19557855864247572
37035010301,"Census Tract 103.01, Catawba County, North Carolina",37035,Catawba,Catawba County,908,0.2,0.37334043699453995
37035010304,"Census Tract 103.04, Catawba County, North Carolina",37035,Catawba,Catawba County,1163,0.28,1.7954354638110526
37035010900,"Census Tract 109, Catawba County, North Carolina",37035,Catawba,Catawba County,529,0.17,-0.1599451980616522
37035011102,"Census Tract 111.02, Catawba County, North Carolina",37035,Catawba,Catawba County,1493,0.2,0.37334043699453995
37119005816,"Census Tract 58.16, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,867,0.2,0.37334043699453995
37119005823,"Census Tract 58.23, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,2174,0.25,1.26214982875486
37183980100,"Census Tract 9801, Wake County, North Carolina",37183,Wake,Wake County,0,0,-3.181897130046741
37185950103,"Census Tract 9501.03, Warren County, North Carolina",37185,Warren,Warren County,567,0.22,0.7288641936986678
37155960102,"Census Tract 9601.02, Robeson County, North Carolina",37155,Robeson,Robeson County,802,0.17,-0.1599451980616522
37155960202,"Census Tract 9602.02, Robeson County, North Carolina",37155,Robeson,Robeson County,982,0.23,0.9066260720507321
37155960300,"Census Tract 9603, Robeson County, North Carolina",37155,Robeson,Robeson County,1486,0.24,1.0843879504027958
37119005833,"Census Tract 58.33, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,849,0.17,-0.1599451980616522
37119005836,"Census Tract 58.36, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,638,0.18,0.017816680290411512
37119005838,"Census Tract 58.38, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,2009,0.23,0.9066260720507321
37037020500,"Census Tract 205, Chatham County, North Carolina",37037,Chatham,Chatham County,547,0.16,-0.3377070764137164
37063001807,"Census Tract 18.07, Durham County, North Carolina",37063,Durham,Durham County,1952,0.22,0.7288641936986678
37107011300,"Census Tract 113, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,838,0.18,0.017816680290411512
37109070202,"Census Tract 702.02, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,567,0.17,-0.1599451980616522
37179020601,"Census Tract 206.01, Union County, North Carolina",37179,Union,Union County,1103,0.24,1.0843879504027958
37179020702,"Census Tract 207.02, Union County, North Carolina",37179,Union,Union County,818,0.2,0.37334043699453995
37129012103,"Census Tract 121.03, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,768,0.18,0.017816680290411512
37067004010,"Census Tract 40.10, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,793,0.21,0.5511023153466037
37067004007,"Census Tract 40.07, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,1775,0.23,0.9066260720507321
37161960600,"Census Tract 9606, Rutherford County, North Carolina",37161,Rutherford,Rutherford County,462,0.13,-0.8709927114699085
37183053521,"Census Tract 535.21, Wake County, North Carolina",37183,Wake,Wake County,605,0.17,-0.1599451980616522
37183053523,"Census Tract 535.23, Wake County, North Carolina",37183,Wake,Wake County,1143,0.2,0.37334043699453995
37183053605,"Census Tract 536.05, Wake County, North Carolina",37183,Wake,Wake County,498,0.19,0.19557855864247572
37183053608,"Census Tract 536.08, Wake County, North Carolina",37183,Wake,Wake County,1097,0.23,0.9066260720507321
37183053610,"Census Tract 536.10, Wake County, North Carolina",37183,Wake,Wake County,1145,0.11,-1.2265164681740368
37067004013,"Census Tract 40.13, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,845,0.27,1.6176735854589883
37069060200,"Census Tract 602, Franklin County, North Carolina",37069,Franklin,Franklin County,615,0.17,-0.1599451980616522
37069060401,"Census Tract 604.01, Franklin County, North Carolina",37069,Franklin,Franklin County,541,0.2,0.37334043699453995
37141920202,"Census Tract 9202.02, Pender County, North Carolina",37141,Pender,Pender County,1405,0.17,-0.1599451980616522
37077970602,"Census Tract 9706.02, Granville County, North Carolina",37077,Granville,Granville County,1503,0.2,0.37334043699453995
37031970102,"Census Tract 9701.02, Carteret County, North Carolina",37031,Carteret,Carteret County,371,0.16,-0.3377070764137164
37031970200,"Census Tract 9702, Carteret County, North Carolina",37031,Carteret,Carteret County,176,0.13,-0.8709927114699085
37031970501,"Census Tract 9705.01, Carteret County, North Carolina",37031,Carteret,Carteret County,490,0.17,-0.1599451980616522
37031970702,"Census Tract 9707.02, Carteret County, North Carolina",37031,Carteret,Carteret County,508,0.16,-0.3377070764137164
37035011504,"Census Tract 115.04, Catawba County, North Carolina",37035,Catawba,Catawba County,1161,0.18,0.017816680290411512
37035011602,"Census Tract 116.02, Catawba County, North Carolina",37035,Catawba,Catawba County,1042,0.21,0.5511023153466037
37035011801,"Census Tract 118.01, Catawba County, North Carolina",37035,Catawba,Catawba County,1104,0.19,0.19557855864247572
37037020104,"Census Tract 201.04, Chatham County, North Carolina",37037,Chatham,Chatham County,556,0.12,-1.0487545898219728
37049960402,"Census Tract 9604.02, Craven County, North Carolina",37049,Craven,Craven County,820,0.2,0.37334043699453995
37067000802,"Census Tract 8.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,507,0.22,0.7288641936986678
37155960702,"Census Tract 9607.02, Robeson County, North Carolina",37155,Robeson,Robeson County,784,0.25,1.26214982875486
37155961100,"Census Tract 9611, Robeson County, North Carolina",37155,Robeson,Robeson County,456,0.24,1.0843879504027958
37063001809,"Census Tract 18.09, Durham County, North Carolina",37063,Durham,Durham County,1244,0.21,0.5511023153466037
37063002019,"Census Tract 20.19, Durham County, North Carolina",37063,Durham,Durham County,407,0.09,-1.5820402248781649
37083931100,"Census Tract 9311, Halifax County, North Carolina",37083,Halifax,Halifax County,523,0.12,-1.0487545898219728
37155961302,"Census Tract 9613.02, Robeson County, North Carolina",37155,Robeson,Robeson County,1523,0.29,1.973197342163116
37155961802,"Census Tract 9618.02, Robeson County, North Carolina",37155,Robeson,Robeson County,831,0.16,-0.3377070764137164
37071031302,"Census Tract 313.02, Gaston County, North Carolina",37071,Gaston,Gaston County,804,0.16,-0.3377070764137164
37129012104,"Census Tract 121.04, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,1384,0.22,0.7288641936986678
37129012201,"Census Tract 122.01, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,202,0.07,-1.9375639815822927
37129012202,"Census Tract 122.02, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,472,0.15,-0.5154689547657806
37163970500,"Census Tract 9705, Sampson County, North Carolina",37163,Sampson,Sampson County,1247,0.22,0.7288641936986678
37183053803,"Census Tract 538.03, Wake County, North Carolina",37183,Wake,Wake County,910,0.26,1.4399117071069243
37183053806,"Census Tract 538.06, Wake County, North Carolina",37183,Wake,Wake County,527,0.19,0.19557855864247572
37183053807,"Census Tract 538.07, Wake County, North Carolina",37183,Wake,Wake County,837,0.21,0.5511023153466037
37183053808,"Census Tract 538.08, Wake County, North Carolina",37183,Wake,Wake County,1024,0.21,0.5511023153466037
37071031402,"Census Tract 314.02, Gaston County, North Carolina",37071,Gaston,Gaston County,375,0.15,-0.5154689547657806
37071031600,"Census Tract 316, Gaston County, North Carolina",37071,Gaston,Gaston County,756,0.19,0.19557855864247572
37069060501,"Census Tract 605.01, Franklin County, North Carolina",37069,Franklin,Franklin County,1234,0.17,-0.1599451980616522
37069060802,"Census Tract 608.02, Franklin County, North Carolina",37069,Franklin,Franklin County,672,0.15,-0.5154689547657806
37071030501,"Census Tract 305.01, Gaston County, North Carolina",37071,Gaston,Gaston County,487,0.2,0.37334043699453995
37071030601,"Census Tract 306.01, Gaston County, North Carolina",37071,Gaston,Gaston County,590,0.21,0.5511023153466037
37105030602,"Census Tract 306.02, Lee County, North Carolina",37105,Lee,Lee County,1073,0.21,0.5511023153466037
37107010100,"Census Tract 101, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,711,0.18,0.017816680290411512
37129980100,"Census Tract 9801, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,0,0,-3.181897130046741
37131920100,"Census Tract 9201, Northampton County, North Carolina",37131,Northampton,Northampton County,728,0.16,-0.3377070764137164
37067001100,"Census Tract 11, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,209,0.08,-1.759802103230229
37067001300,"Census Tract 13, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,178,0.04,-2.470849616638485
37067002002,"Census Tract 20.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,1013,0.3,2.15095922051518
37067002501,"Census Tract 25.01, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,492,0.19,0.19557855864247572
37183054004,"Census Tract 540.04, Wake County, North Carolina",37183,Wake,Wake County,625,0.14,-0.6932308331178443
37183054007,"Census Tract 540.07, Wake County, North Carolina",37183,Wake,Wake County,774,0.19,0.19557855864247572
37071030801,"Census Tract 308.01, Gaston County, North Carolina",37071,Gaston,Gaston County,169,0.12,-1.0487545898219728
37071030901,"Census Tract 309.01, Gaston County, North Carolina",37071,Gaston,Gaston County,340,0.16,-0.3377070764137164
37071031201,"Census Tract 312.01, Gaston County, North Carolina",37071,Gaston,Gaston County,355,0.11,-1.2265164681740368
37071031202,"Census Tract 312.02, Gaston County, North Carolina",37071,Gaston,Gaston County,293,0.13,-0.8709927114699085
37067002701,"Census Tract 27.01, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,1482,0.23,0.9066260720507321
37067002703,"Census Tract 27.03, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,780,0.13,-0.8709927114699085
37067002903,"Census Tract 29.03, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,638,0.16,-0.3377070764137164
37191000101,"Census Tract 1.01, Wayne County, North Carolina",37191,Wayne,Wayne County,1165,0.18,0.017816680290411512
37133002100,"Census Tract 21, Onslow County, North Carolina",37133,Onslow,Onslow County,1440,0.24,1.0843879504027958
37135010703,"Census Tract 107.03, Orange County, North Carolina",37135,Orange,Orange County,949,0.15,-0.5154689547657806
37135010902,"Census Tract 109.02, Orange County, North Carolina",37135,Orange,Orange County,1371,0.26,1.4399117071069243
37049960101,"Census Tract 9601.01, Craven County, North Carolina",37049,Craven,Craven County,300,0.08,-1.759802103230229
37049960102,"Census Tract 9601.02, Craven County, North Carolina",37049,Craven,Craven County,829,0.19,0.19557855864247572
37049960500,"Census Tract 9605, Craven County, North Carolina",37049,Craven,Craven County,1188,0.16,-0.3377070764137164
37191000302,"Census Tract 3.02, Wayne County, North Carolina",37191,Wayne,Wayne County,987,0.17,-0.1599451980616522
37191000304,"Census Tract 3.04, Wayne County, North Carolina",37191,Wayne,Wayne County,1004,0.18,0.017816680290411512
37071031703,"Census Tract 317.03, Gaston County, North Carolina",37071,Gaston,Gaston County,587,0.22,0.7288641936986678
37045950301,"Census Tract 9503.01, Cleveland County, North Carolina",37045,Cleveland,Cleveland County,763,0.17,-0.1599451980616522
37057060500,"Census Tract 605, Davidson County, North Carolina",37057,Davidson,Davidson County,876,0.16,-0.3377070764137164
37057061201,"Census Tract 612.01, Davidson County, North Carolina",37057,Davidson,Davidson County,918,0.16,-0.3377070764137164
37057061600,"Census Tract 616, Davidson County, North Carolina",37057,Davidson,Davidson County,610,0.22,0.7288641936986678
37057061803,"Census Tract 618.03, Davidson County, North Carolina",37057,Davidson,Davidson County,512,0.16,-0.3377070764137164
37049961301,"Census Tract 9613.01, Craven County, North Carolina",37049,Craven,Craven County,725,0.2,0.37334043699453995
37039930601,"Census Tract 9306.01, Cherokee County, North Carolina",37039,Cherokee,Cherokee County,453,0.13,-0.8709927114699085
37089930100,"Census Tract 9301, Henderson County, North Carolina",37089,Henderson,Henderson County,584,0.15,-0.5154689547657806
37089930401,"Census Tract 9304.01, Henderson County, North Carolina",37089,Henderson,Henderson County,616,0.21,0.5511023153466037
37119003903,"Census Tract 39.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,655,0.35,3.0397686122755
37151031200,"Census Tract 312, Randolph County, North Carolina",37151,Randolph,Randolph County,996,0.21,0.5511023153466037
37171931103,"Census Tract 9311.03, Surry County, North Carolina",37171,Surry,Surry County,276,0.16,-0.3377070764137164
37173940100,"Census Tract 9401, Swain County, North Carolina",37173,Swain,Swain County,929,0.19,0.19557855864247572
37081012509,"Census Tract 125.09, Guilford County, North Carolina",37081,Guilford,Guilford County,502,0.2,0.37334043699453995
37147002001,"Census Tract 20.01, Pitt County, North Carolina",37147,Pitt,Pitt County,1667,0.26,1.4399117071069243
37151030201,"Census Tract 302.01, Randolph County, North Carolina",37151,Randolph,Randolph County,431,0.13,-0.8709927114699085
37195000900,"Census Tract 9, Wilson County, North Carolina",37195,Wilson,Wilson County,793,0.19,0.19557855864247572
37099950600,"Census Tract 9506, Jackson County, North Carolina",37099,Jackson,Jackson County,690,0.07,-1.9375639815822927
37101040400,"Census Tract 404, Johnston County, North Carolina",37101,Johnston,Johnston County,1046,0.23,0.9066260720507321
37081012607,"Census Tract 126.07, Guilford County, North Carolina",37081,Guilford,Guilford County,458,0.19,0.19557855864247572
37195001200,"Census Tract 12, Wilson County, North Carolina",37195,Wilson,Wilson County,698,0.2,0.37334043699453995
37051003001,"Census Tract 30.01, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,3197,0.25,1.26214982875486
37057062002,"Census Tract 620.02, Davidson County, North Carolina",37057,Davidson,Davidson County,808,0.21,0.5511023153466037
37059080500,"Census Tract 805, Davie County, North Carolina",37059,Davie,Davie County,1018,0.22,0.7288641936986678
37077970200,"Census Tract 9702, Granville County, North Carolina",37077,Granville,Granville County,725,0.15,-0.5154689547657806
37047930400,"Census Tract 9304, Columbus County, North Carolina",37047,Columbus,Columbus County,596,0.16,-0.3377070764137164
37047930600,"Census Tract 9306, Columbus County, North Carolina",37047,Columbus,Columbus County,575,0.17,-0.1599451980616522
37081012609,"Census Tract 126.09, Guilford County, North Carolina",37081,Guilford,Guilford County,1433,0.18,0.017816680290411512
37081012706,"Census Tract 127.06, Guilford County, North Carolina",37081,Guilford,Guilford County,669,0.2,0.37334043699453995
37061090300,"Census Tract 903, Duplin County, North Carolina",37061,Duplin,Duplin County,895,0.16,-0.3377070764137164
37107010300,"Census Tract 103, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,374,0.28,1.7954354638110526
37107010600,"Census Tract 106, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,597,0.17,-0.1599451980616522
37107010700,"Census Tract 107, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,141,0.07,-1.9375639815822927
37107010800,"Census Tract 108, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,893,0.18,0.017816680290411512
37081013601,"Census Tract 136.01, Guilford County, North Carolina",37081,Guilford,Guilford County,80,0.03,-2.6486114949905493
37119004600,"Census Tract 46, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,474,0.17,-0.1599451980616522
37119004900,"Census Tract 49, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,82,0.13,-0.8709927114699085
37119005100,"Census Tract 51, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,349,0.16,-0.3377070764137164
37119005403,"Census Tract 54.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,800,0.19,0.19557855864247572
37119005508,"Census Tract 55.08, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,783,0.2,0.37334043699453995
37119005513,"Census Tract 55.13, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,770,0.18,0.017816680290411512
