tract_geoid,tract_name,county_geoid,county_name,county_full_name,acs_unemp_total,acs_unemp_rate,acs_unemp_score
37081016506,"Census Tract 165.06, Guilford County, North Carolina",37081,Guilford,Guilford County,139,0.04,0.048944174049608914
37119005827,"Census Tract 58.27, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,205,0.08,1.6891344341853562
37119005916,"Census Tract 59.16, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,87,0.04,0.048944174049608914
37081012617,"Census Tract 126.17, Guilford County, North Carolina",37081,Guilford,Guilford County,104,0.04,0.048944174049608914
37195000200,"Census Tract 2, Wilson County, North Carolina",37195,Wilson,Wilson County,117,0.12,3.329324694321103
37099950800,"Census Tract 9508, Jackson County, North Carolina",37099,Jackson,Jackson County,47,0.02,-0.7711509560182648
37101041300,"Census Tract 413, Johnston County, North Carolina",37101,Johnston,Johnston County,410,0.08,1.6891344341853562
37155961500,"Census Tract 9615, Robeson County, North Carolina",37155,Robeson,Robeson County,98,0.02,-0.7711509560182648
37183053725,"Census Tract 537.25, Wake County, North Carolina",37183,Wake,Wake County,75,0.02,-0.7711509560182648
37053990100,"Census Tract 9901, Currituck County, North Carolina",37053,Currituck,Currituck County,0,0,-1.5912460860861384
37065020600,"Census Tract 206, Edgecombe County, North Carolina",37065,Edgecombe,Edgecombe County,177,0.08,1.6891344341853562
37025042503,"Census Tract 425.03, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,77,0.02,-0.7711509560182648
37127010200,"Census Tract 102, Nash County, North Carolina",37127,Nash,Nash County,306,0.08,1.6891344341853562
37129011200,"Census Tract 112, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,82,0.04,0.048944174049608914
37173980200,"Census Tract 9802, Swain County, North Carolina",37173,Swain,Swain County,0,0,-1.5912460860861384
37001020901,"Census Tract 209.01, Alamance County, North Carolina",37001,Alamance,Alamance County,32,0.01,-1.1811985210522016
37009970700,"Census Tract 9707, Ashe County, North Carolina",37009,Ashe,Ashe County,47,0.01,-1.1811985210522016
37171931001,"Census Tract 9310.01, Surry County, North Carolina",37171,Surry,Surry County,64,0.04,0.048944174049608914
37197050502,"Census Tract 505.02, Yadkin County, North Carolina",37197,Yadkin,Yadkin County,121,0.03,-0.36110339098432803
37001020902,"Census Tract 209.02, Alamance County, North Carolina",37001,Alamance,Alamance County,81,0.03,-0.36110339098432803
37001021102,"Census Tract 211.02, Alamance County, North Carolina",37001,Alamance,Alamance County,37,0.01,-1.1811985210522016
37067003002,"Census Tract 30.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,120,0.03,-0.36110339098432803
37067003103,"Census Tract 31.03, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,134,0.03,-0.36110339098432803
37067003310,"Census Tract 33.10, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,146,0.05,0.45899173908354585
37067003312,"Census Tract 33.12, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,67,0.03,-0.36110339098432803
37067003600,"Census Tract 36, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,169,0.03,-0.36110339098432803
37067003702,"Census Tract 37.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,244,0.06,0.8690393041174824
37067003804,"Census Tract 38.04, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,68,0.02,-0.7711509560182648
37001020300,"Census Tract 203, Alamance County, North Carolina",37001,Alamance,Alamance County,219,0.04,0.048944174049608914
37001020501,"Census Tract 205.01, Alamance County, North Carolina",37001,Alamance,Alamance County,197,0.07,1.2790868691514197
37001020602,"Census Tract 206.02, Alamance County, North Carolina",37001,Alamance,Alamance County,16,0.01,-1.1811985210522016
37001020701,"Census Tract 207.01, Alamance County, North Carolina",37001,Alamance,Alamance County,95,0.02,-0.7711509560182648
37021001700,"Census Tract 17, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,65,0.03,-0.36110339098432803
37021001900,"Census Tract 19, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,41,0.01,-1.1811985210522016
37021002101,"Census Tract 21.01, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,14,0.01,-1.1811985210522016
37021002206,"Census Tract 22.06, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,50,0.01,-1.1811985210522016
37021002503,"Census Tract 25.03, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,167,0.05,0.45899173908354585
37021002506,"Census Tract 25.06, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,136,0.04,0.048944174049608914
37007920600,"Census Tract 9206, Anson County, North Carolina",37007,Anson,Anson County,136,0.04,0.048944174049608914
37001020702,"Census Tract 207.02, Alamance County, North Carolina",37001,Alamance,Alamance County,392,0.1,2.5092295642532303
37119005848,"Census Tract 58.48, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,59,0.01,-1.1811985210522016
37119005907,"Census Tract 59.07, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,227,0.05,0.45899173908354585
37127011000,"Census Tract 110, Nash County, North Carolina",37127,Nash,Nash County,79,0.02,-0.7711509560182648
37031970704,"Census Tract 9707.04, Carteret County, North Carolina",37031,Carteret,Carteret County,75,0.04,0.048944174049608914
37031970803,"Census Tract 9708.03, Carteret County, North Carolina",37031,Carteret,Carteret County,21,0.02,-0.7711509560182648
37031971002,"Census Tract 9710.02, Carteret County, North Carolina",37031,Carteret,Carteret County,19,0.02,-0.7711509560182648
37033930100,"Census Tract 9301, Caswell County, North Carolina",37033,Caswell,Caswell County,123,0.06,0.8690393041174824
37129011500,"Census Tract 115, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,404,0.06,0.8690393041174824
37165010400,"Census Tract 104, Scotland County, North Carolina",37165,Scotland,Scotland County,115,0.03,-0.36110339098432803
37167930200,"Census Tract 9302, Stanly County, North Carolina",37167,Stanly,Stanly County,121,0.03,-0.36110339098432803
37193961100,"Census Tract 9611, Wilkes County, North Carolina",37193,Wilkes,Wilkes County,18,0.01,-1.1811985210522016
37023021201,"Census Tract 212.01, Burke County, North Carolina",37023,Burke,Burke County,248,0.08,1.6891344341853562
37023021203,"Census Tract 212.03, Burke County, North Carolina",37023,Burke,Burke County,166,0.05,0.45899173908354585
37013930600,"Census Tract 9306, Beaufort County, North Carolina",37013,Beaufort,Beaufort County,25,0.01,-1.1811985210522016
37147001401,"Census Tract 14.01, Pitt County, North Carolina",37147,Pitt,Pitt County,383,0.1,2.5092295642532303
37071031704,"Census Tract 317.04, Gaston County, North Carolina",37071,Gaston,Gaston County,272,0.1,2.5092295642532303
37071032100,"Census Tract 321, Gaston County, North Carolina",37071,Gaston,Gaston County,166,0.07,1.2790868691514197
37071032200,"Census Tract 322, Gaston County, North Carolina",37071,Gaston,Gaston County,123,0.03,-0.36110339098432803
37107011100,"Census Tract 111, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,254,0.05,0.45899173908354585
37039930400,"Census Tract 9304, Cherokee County, North Carolina",37039,Cherokee,Cherokee County,111,0.02,-0.7711509560182648
37003040100,"Census Tract 401, Alexander County, North Carolina",37003,Alexander,Alexander County,54,0.02,-0.7711509560182648
37195000400,"Census Tract 4, Wilson County, North Carolina",37195,Wilson,Wilson County,336,0.05,0.45899173908354585
37151031400,"Census Tract 314, Randolph County, North Carolina",37151,Randolph,Randolph County,118,0.02,-0.7711509560182648
37085071204,"Census Tract 712.04, Harnett County, North Carolina",37085,Harnett,Harnett County,235,0.05,0.45899173908354585
37085071302,"Census Tract 713.02, Harnett County, North Carolina",37085,Harnett,Harnett County,456,0.11,2.919277129287167
37087920600,"Census Tract 9206, Haywood County, North Carolina",37087,Haywood,Haywood County,200,0.05,0.45899173908354585
37119005912,"Census Tract 59.12, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,295,0.06,0.8690393041174824
37119006006,"Census Tract 60.06, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,307,0.05,0.45899173908354585
37159050201,"Census Tract 502.01, Rowan County, North Carolina",37159,Rowan,Rowan County,267,0.08,1.6891344341853562
37151030504,"Census Tract 305.04, Randolph County, North Carolina",37151,Randolph,Randolph County,51,0.01,-1.1811985210522016
37081016006,"Census Tract 160.06, Guilford County, North Carolina",37081,Guilford,Guilford County,122,0.03,-0.36110339098432803
37081016008,"Census Tract 160.08, Guilford County, North Carolina",37081,Guilford,Guilford County,58,0.01,-1.1811985210522016
37167931000,"Census Tract 9310, Stanly County, North Carolina",37167,Stanly,Stanly County,245,0.05,0.45899173908354585
37167931202,"Census Tract 9312.02, Stanly County, North Carolina",37167,Stanly,Stanly County,106,0.04,0.048944174049608914
37017950400,"Census Tract 9504, Bladen County, North Carolina",37017,Bladen,Bladen County,44,0.01,-1.1811985210522016
37019020101,"Census Tract 201.01, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,91,0.04,0.048944174049608914
37019020103,"Census Tract 201.03, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,207,0.03,-0.36110339098432803
37001020100,"Census Tract 201, Alamance County, North Carolina",37001,Alamance,Alamance County,135,0.04,0.048944174049608914
37063001502,"Census Tract 15.02, Durham County, North Carolina",37063,Durham,Durham County,216,0.04,0.048944174049608914
37063001603,"Census Tract 16.03, Durham County, North Carolina",37063,Durham,Durham County,149,0.03,-0.36110339098432803
37155960101,"Census Tract 9601.01, Robeson County, North Carolina",37155,Robeson,Robeson County,200,0.07,1.2790868691514197
37007920100,"Census Tract 9201, Anson County, North Carolina",37007,Anson,Anson County,79,0.03,-0.36110339098432803
37081016102,"Census Tract 161.02, Guilford County, North Carolina",37081,Guilford,Guilford County,99,0.03,-0.36110339098432803
37081016203,"Census Tract 162.03, Guilford County, North Carolina",37081,Guilford,Guilford County,24,0.01,-1.1811985210522016
37081016408,"Census Tract 164.08, Guilford County, North Carolina",37081,Guilford,Guilford County,52,0.03,-0.36110339098432803
37081016410,"Census Tract 164.10, Guilford County, North Carolina",37081,Guilford,Guilford County,417,0.08,1.6891344341853562
37159051902,"Census Tract 519.02, Rowan County, North Carolina",37159,Rowan,Rowan County,295,0.06,0.8690393041174824
37001021701,"Census Tract 217.01, Alamance County, North Carolina",37001,Alamance,Alamance County,9,0,-1.5912460860861384
37001021803,"Census Tract 218.03, Alamance County, North Carolina",37001,Alamance,Alamance County,43,0.02,-0.7711509560182648
37081016505,"Census Tract 165.05, Guilford County, North Carolina",37081,Guilford,Guilford County,80,0.02,-0.7711509560182648
37001022001,"Census Tract 220.01, Alamance County, North Carolina",37001,Alamance,Alamance County,136,0.04,0.048944174049608914
37147001500,"Census Tract 15, Pitt County, North Carolina",37147,Pitt,Pitt County,116,0.04,0.048944174049608914
37007920400,"Census Tract 9204, Anson County, North Carolina",37007,Anson,Anson County,191,0.08,1.6891344341853562
37171930201,"Census Tract 9302.01, Surry County, North Carolina",37171,Surry,Surry County,62,0.02,-0.7711509560182648
37171930501,"Census Tract 9305.01, Surry County, North Carolina",37171,Surry,Surry County,71,0.03,-0.36110339098432803
37171930700,"Census Tract 9307, Surry County, North Carolina",37171,Surry,Surry County,39,0.01,-1.1811985210522016
37189920602,"Census Tract 9206.02, Watauga County, North Carolina",37189,Watauga,Watauga County,21,0.01,-1.1811985210522016
37135011102,"Census Tract 111.02, Orange County, North Carolina",37135,Orange,Orange County,144,0.03,-0.36110339098432803
37135011204,"Census Tract 112.04, Orange County, North Carolina",37135,Orange,Orange County,62,0.02,-0.7711509560182648
37135011700,"Census Tract 117, Orange County, North Carolina",37135,Orange,Orange County,117,0.02,-0.7711509560182648
37197050102,"Census Tract 501.02, Yadkin County, North Carolina",37197,Yadkin,Yadkin County,121,0.04,0.048944174049608914
37135012201,"Census Tract 122.01, Orange County, North Carolina",37135,Orange,Orange County,52,0.02,-0.7711509560182648
37107011002,"Census Tract 110.02, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,220,0.07,1.2790868691514197
37085070802,"Census Tract 708.02, Harnett County, North Carolina",37085,Harnett,Harnett County,137,0.03,-0.36110339098432803
37085071202,"Census Tract 712.02, Harnett County, North Carolina",37085,Harnett,Harnett County,158,0.05,0.45899173908354585
37119006103,"Census Tract 61.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,121,0.04,0.048944174049608914
37119006105,"Census Tract 61.05, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,101,0.04,0.048944174049608914
37119006108,"Census Tract 61.08, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,286,0.08,1.6891344341853562
37119006213,"Census Tract 62.13, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,80,0.02,-0.7711509560182648
37163970700,"Census Tract 9707, Sampson County, North Carolina",37163,Sampson,Sampson County,323,0.06,0.8690393041174824
37005950200,"Census Tract 9502, Alleghany County, North Carolina",37005,Alleghany,Alleghany County,69,0.02,-0.7711509560182648
37153970600,"Census Tract 9706, Richmond County, North Carolina",37153,Richmond,Richmond County,191,0.06,0.8690393041174824
37153970800,"Census Tract 9708, Richmond County, North Carolina",37153,Richmond,Richmond County,253,0.06,0.8690393041174824
37021003204,"Census Tract 32.04, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,241,0.05,0.45899173908354585
37179020307,"Census Tract 203.07, Union County, North Carolina",37179,Union,Union County,95,0.02,-0.7711509560182648
37159050903,"Census Tract 509.03, Rowan County, North Carolina",37159,Rowan,Rowan County,153,0.03,-0.36110339098432803
37159051001,"Census Tract 510.01, Rowan County, North Carolina",37159,Rowan,Rowan County,305,0.05,0.45899173908354585
37023020100,"Census Tract 201, Burke County, North Carolina",37023,Burke,Burke County,121,0.03,-0.36110339098432803
37023020301,"Census Tract 203.01, Burke County, North Carolina",37023,Burke,Burke County,94,0.02,-0.7711509560182648
37019020405,"Census Tract 204.05, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,83,0.03,-0.36110339098432803
37019020506,"Census Tract 205.06, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,53,0.01,-1.1811985210522016
37021002607,"Census Tract 26.07, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,102,0.03,-0.36110339098432803
37021000200,"Census Tract 2, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,35,0.03,-0.36110339098432803
37021000500,"Census Tract 5, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,41,0.01,-1.1811985210522016
37021000700,"Census Tract 7, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,11,0.01,-1.1811985210522016
37023020900,"Census Tract 209, Burke County, North Carolina",37023,Burke,Burke County,178,0.03,-0.36110339098432803
37019020202,"Census Tract 202.02, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,163,0.02,-0.7711509560182648
37019020307,"Census Tract 203.07, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,0,0,-1.5912460860861384
37023021000,"Census Tract 210, Burke County, North Carolina",37023,Burke,Burke County,287,0.07,1.2790868691514197
37063001705,"Census Tract 17.05, Durham County, North Carolina",37063,Durham,Durham County,204,0.05,0.45899173908354585
37063001706,"Census Tract 17.06, Durham County, North Carolina",37063,Durham,Durham County,107,0.02,-0.7711509560182648
37107011200,"Census Tract 112, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,384,0.07,1.2790868691514197
37011930302,"Census Tract 9303.02, Avery County, North Carolina",37011,Avery,Avery County,64,0.03,-0.36110339098432803
37153970300,"Census Tract 9703, Richmond County, North Carolina",37153,Richmond,Richmond County,313,0.09,2.099181999219293
37153970400,"Census Tract 9704, Richmond County, North Carolina",37153,Richmond,Richmond County,54,0.02,-0.7711509560182648
37019020310,"Census Tract 203.10, Brunswick County, North Carolina",37019,Brunswick,Brunswick County,32,0.01,-1.1811985210522016
37021002702,"Census Tract 27.02, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,66,0.02,-0.7711509560182648
37021002804,"Census Tract 28.04, Buncombe County, North Carolina",37021,Buncombe,Buncombe County,78,0.02,-0.7711509560182648
37151031505,"Census Tract 315.05, Randolph County, North Carolina",37151,Randolph,Randolph County,85,0.03,-0.36110339098432803
37151031601,"Census Tract 316.01, Randolph County, North Carolina",37151,Randolph,Randolph County,98,0.03,-0.36110339098432803
37153970100,"Census Tract 9701, Richmond County, North Carolina",37153,Richmond,Richmond County,65,0.02,-0.7711509560182648
37155962001,"Census Tract 9620.01, Robeson County, North Carolina",37155,Robeson,Robeson County,222,0.08,1.6891344341853562
37105030503,"Census Tract 305.03, Lee County, North Carolina",37105,Lee,Lee County,437,0.08,1.6891344341853562
37131920200,"Census Tract 9202, Northampton County, North Carolina",37131,Northampton,Northampton County,181,0.06,0.8690393041174824
37085070700,"Census Tract 707, Harnett County, North Carolina",37085,Harnett,Harnett County,112,0.02,-0.7711509560182648
37119005706,"Census Tract 57.06, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,131,0.02,-0.7711509560182648
37083930800,"Census Tract 9308, Halifax County, North Carolina",37083,Halifax,Halifax County,218,0.05,0.45899173908354585
37133000102,"Census Tract 1.02, Onslow County, North Carolina",37133,Onslow,Onslow County,330,0.04,0.048944174049608914
37133000202,"Census Tract 2.02, Onslow County, North Carolina",37133,Onslow,Onslow County,380,0.05,0.45899173908354585
37119005716,"Census Tract 57.16, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,91,0.02,-0.7711509560182648
37161960900,"Census Tract 9609, Rutherford County, North Carolina",37161,Rutherford,Rutherford County,159,0.04,0.048944174049608914
37109070902,"Census Tract 709.02, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,102,0.02,-0.7711509560182648
37119003204,"Census Tract 32.04, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,84,0.03,-0.36110339098432803
37119003400,"Census Tract 34, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,27,0.01,-1.1811985210522016
37119003700,"Census Tract 37, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,271,0.09,2.099181999219293
37119001920,"Census Tract 19.20, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,475,0.12,3.329324694321103
37163970301,"Census Tract 9703.01, Sampson County, North Carolina",37163,Sampson,Sampson County,227,0.05,0.45899173908354585
37191001302,"Census Tract 13.02, Wayne County, North Carolina",37191,Wayne,Wayne County,164,0.05,0.45899173908354585
37191002000,"Census Tract 20, Wayne County, North Carolina",37191,Wayne,Wayne County,55,0.07,1.2790868691514197
37049961303,"Census Tract 9613.03, Craven County, North Carolina",37049,Craven,Craven County,74,0.02,-0.7711509560182648
37051001000,"Census Tract 10, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,131,0.06,0.8690393041174824
37119002003,"Census Tract 20.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,137,0.03,-0.36110339098432803
37119002400,"Census Tract 24, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,64,0.02,-0.7711509560182648
37119002701,"Census Tract 27.01, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,21,0.01,-1.1811985210522016
37119002905,"Census Tract 29.05, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,39,0.02,-0.7711509560182648
37027030900,"Census Tract 309, Caldwell County, North Carolina",37027,Caldwell,Caldwell County,103,0.03,-0.36110339098432803
37051001200,"Census Tract 12, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,315,0.08,1.6891344341853562
37057060304,"Census Tract 603.04, Davidson County, North Carolina",37057,Davidson,Davidson County,161,0.05,0.45899173908354585
37161960400,"Census Tract 9604, Rutherford County, North Carolina",37161,Rutherford,Rutherford County,76,0.02,-0.7711509560182648
37085070100,"Census Tract 701, Harnett County, North Carolina",37085,Harnett,Harnett County,170,0.05,0.45899173908354585
37085070200,"Census Tract 702, Harnett County, North Carolina",37085,Harnett,Harnett County,136,0.05,0.45899173908354585
37027031300,"Census Tract 313, Caldwell County, North Carolina",37027,Caldwell,Caldwell County,274,0.04,0.048944174049608914
37033930600,"Census Tract 9306, Caswell County, North Carolina",37033,Caswell,Caswell County,77,0.02,-0.7711509560182648
37035010301,"Census Tract 103.01, Catawba County, North Carolina",37035,Catawba,Catawba County,123,0.03,-0.36110339098432803
37035010304,"Census Tract 103.04, Catawba County, North Carolina",37035,Catawba,Catawba County,198,0.06,0.8690393041174824
37035010900,"Census Tract 109, Catawba County, North Carolina",37035,Catawba,Catawba County,350,0.13,3.7393722593550405
37035011102,"Census Tract 111.02, Catawba County, North Carolina",37035,Catawba,Catawba County,255,0.04,0.048944174049608914
37119005816,"Census Tract 58.16, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,108,0.03,-0.36110339098432803
37119005823,"Census Tract 58.23, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,80,0.01,-1.1811985210522016
37183980100,"Census Tract 9801, Wake County, North Carolina",37183,Wake,Wake County,0,0,-1.5912460860861384
37185950103,"Census Tract 9501.03, Warren County, North Carolina",37185,Warren,Warren County,119,0.06,0.8690393041174824
37155960102,"Census Tract 9601.02, Robeson County, North Carolina",37155,Robeson,Robeson County,303,0.07,1.2790868691514197
37155960202,"Census Tract 9602.02, Robeson County, North Carolina",37155,Robeson,Robeson County,131,0.04,0.048944174049608914
37155960300,"Census Tract 9603, Robeson County, North Carolina",37155,Robeson,Robeson County,191,0.04,0.048944174049608914
37119005833,"Census Tract 58.33, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,95,0.02,-0.7711509560182648
37119005836,"Census Tract 58.36, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,73,0.03,-0.36110339098432803
37119005838,"Census Tract 58.38, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,159,0.02,-0.7711509560182648
37037020500,"Census Tract 205, Chatham County, North Carolina",37037,Chatham,Chatham County,102,0.04,0.048944174049608914
37063001807,"Census Tract 18.07, Durham County, North Carolina",37063,Durham,Durham County,343,0.05,0.45899173908354585
37107011300,"Census Tract 113, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,301,0.08,1.6891344341853562
37109070202,"Census Tract 702.02, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,94,0.03,-0.36110339098432803
37179020601,"Census Tract 206.01, Union County, North Carolina",37179,Union,Union County,289,0.08,1.6891344341853562
37179020702,"Census Tract 207.02, Union County, North Carolina",37179,Union,Union County,103,0.03,-0.36110339098432803
37129012103,"Census Tract 121.03, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,90,0.02,-0.7711509560182648
37067004010,"Census Tract 40.10, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,66,0.02,-0.7711509560182648
37067004007,"Census Tract 40.07, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,194,0.03,-0.36110339098432803
37161960600,"Census Tract 9606, Rutherford County, North Carolina",37161,Rutherford,Rutherford County,157,0.05,0.45899173908354585
37183053521,"Census Tract 535.21, Wake County, North Carolina",37183,Wake,Wake County,105,0.03,-0.36110339098432803
37183053523,"Census Tract 535.23, Wake County, North Carolina",37183,Wake,Wake County,107,0.02,-0.7711509560182648
37183053605,"Census Tract 536.05, Wake County, North Carolina",37183,Wake,Wake County,43,0.02,-0.7711509560182648
37183053608,"Census Tract 536.08, Wake County, North Carolina",37183,Wake,Wake County,84,0.02,-0.7711509560182648
37183053610,"Census Tract 536.10, Wake County, North Carolina",37183,Wake,Wake County,85,0.01,-1.1811985210522016
37067004013,"Census Tract 40.13, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,52,0.02,-0.7711509560182648
37069060200,"Census Tract 602, Franklin County, North Carolina",37069,Franklin,Franklin County,128,0.04,0.048944174049608914
37069060401,"Census Tract 604.01, Franklin County, North Carolina",37069,Franklin,Franklin County,62,0.03,-0.36110339098432803
37141920202,"Census Tract 9202.02, Pender County, North Carolina",37141,Pender,Pender County,351,0.05,0.45899173908354585
37077970602,"Census Tract 9706.02, Granville County, North Carolina",37077,Granville,Granville County,75,0.01,-1.1811985210522016
37031970102,"Census Tract 9701.02, Carteret County, North Carolina",37031,Carteret,Carteret County,73,0.03,-0.36110339098432803
37031970200,"Census Tract 9702, Carteret County, North Carolina",37031,Carteret,Carteret County,14,0.01,-1.1811985210522016
37031970501,"Census Tract 9705.01, Carteret County, North Carolina",37031,Carteret,Carteret County,79,0.03,-0.36110339098432803
37031970702,"Census Tract 9707.02, Carteret County, North Carolina",37031,Carteret,Carteret County,100,0.04,0.048944174049608914
37035011504,"Census Tract 115.04, Catawba County, North Carolina",37035,Catawba,Catawba County,143,0.03,-0.36110339098432803
37035011602,"Census Tract 116.02, Catawba County, North Carolina",37035,Catawba,Catawba County,87,0.02,-0.7711509560182648
37035011801,"Census Tract 118.01, Catawba County, North Carolina",37035,Catawba,Catawba County,96,0.02,-0.7711509560182648
37037020104,"Census Tract 201.04, Chatham County, North Carolina",37037,Chatham,Chatham County,16,0,-1.5912460860861384
37049960402,"Census Tract 9604.02, Craven County, North Carolina",37049,Craven,Craven County,219,0.07,1.2790868691514197
37067000802,"Census Tract 8.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,76,0.04,0.048944174049608914
37155960702,"Census Tract 9607.02, Robeson County, North Carolina",37155,Robeson,Robeson County,59,0.02,-0.7711509560182648
37155961100,"Census Tract 9611, Robeson County, North Carolina",37155,Robeson,Robeson County,42,0.03,-0.36110339098432803
37063001809,"Census Tract 18.09, Durham County, North Carolina",37063,Durham,Durham County,251,0.05,0.45899173908354585
37063002019,"Census Tract 20.19, Durham County, North Carolina",37063,Durham,Durham County,99,0.02,-0.7711509560182648
37083931100,"Census Tract 9311, Halifax County, North Carolina",37083,Halifax,Halifax County,163,0.04,0.048944174049608914
37155961302,"Census Tract 9613.02, Robeson County, North Carolina",37155,Robeson,Robeson County,152,0.04,0.048944174049608914
37155961802,"Census Tract 9618.02, Robeson County, North Carolina",37155,Robeson,Robeson County,202,0.05,0.45899173908354585
37071031302,"Census Tract 313.02, Gaston County, North Carolina",37071,Gaston,Gaston County,307,0.07,1.2790868691514197
37129012104,"Census Tract 121.04, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,167,0.03,-0.36110339098432803
37129012201,"Census Tract 122.01, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,12,0,-1.5912460860861384
37129012202,"Census Tract 122.02, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,38,0.01,-1.1811985210522016
37163970500,"Census Tract 9705, Sampson County, North Carolina",37163,Sampson,Sampson County,140,0.03,-0.36110339098432803
37183053803,"Census Tract 538.03, Wake County, North Carolina",37183,Wake,Wake County,87,0.03,-0.36110339098432803
37183053806,"Census Tract 538.06, Wake County, North Carolina",37183,Wake,Wake County,26,0.01,-1.1811985210522016
37183053807,"Census Tract 538.07, Wake County, North Carolina",37183,Wake,Wake County,94,0.03,-0.36110339098432803
37183053808,"Census Tract 538.08, Wake County, North Carolina",37183,Wake,Wake County,96,0.02,-0.7711509560182648
37071031402,"Census Tract 314.02, Gaston County, North Carolina",37071,Gaston,Gaston County,151,0.07,1.2790868691514197
37071031600,"Census Tract 316, Gaston County, North Carolina",37071,Gaston,Gaston County,175,0.05,0.45899173908354585
37069060501,"Census Tract 605.01, Franklin County, North Carolina",37069,Franklin,Franklin County,268,0.05,0.45899173908354585
37069060802,"Census Tract 608.02, Franklin County, North Carolina",37069,Franklin,Franklin County,139,0.04,0.048944174049608914
37071030501,"Census Tract 305.01, Gaston County, North Carolina",37071,Gaston,Gaston County,61,0.03,-0.36110339098432803
37071030601,"Census Tract 306.01, Gaston County, North Carolina",37071,Gaston,Gaston County,71,0.03,-0.36110339098432803
