tract_geoid,tract_name,county_geoid,county_name,county_full_name,white_alone_total,white_alone_pct,white_alone_score
37051001200,"Census Tract 12, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,1275,0.24,1.8117682827074506
37057060304,"Census Tract 603.04, Davidson County, North Carolina",37057,Davidson,Davidson County,3709,0.99,-1.2577218226822175
37161960400,"Census Tract 9604, Rutherford County, North Carolina",37161,Rutherford,Rutherford County,3540,0.91,-0.9303095447739864
37085070100,"Census Tract 701, Harnett County, North Carolina",37085,Harnett,Harnett County,2642,0.57,0.4611926363359968
37085070200,"Census Tract 702, Harnett County, North Carolina",37085,Harnett,Harnett County,1422,0.45,0.9523110531983434
37027031300,"Census Tract 313, Caldwell County, North Carolina",37027,Caldwell,Caldwell County,8228,0.95,-1.0940156837281019
37033930600,"Census Tract 9306, Caswell County, North Carolina",37033,Caswell,Caswell County,3655,0.72,-0.15270538474193693
37035010301,"Census Tract 103.01, Catawba County, North Carolina",37035,Catawba,Catawba County,4052,0.84,-0.6438238016042839
37035010304,"Census Tract 103.04, Catawba County, North Carolina",37035,Catawba,Catawba County,2709,0.65,0.13378035842776523
37035010900,"Census Tract 109, Catawba County, North Carolina",37035,Catawba,Catawba County,1263,0.39,1.197870261629517
37035011102,"Census Tract 111.02, Catawba County, North Carolina",37035,Catawba,Catawba County,5729,0.73,-0.19363191948046587
37119005816,"Census Tract 58.16, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,3468,0.75,-0.27548498895752377
37119005823,"Census Tract 58.23, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,6833,0.78,-0.39826459317311064
37183980100,"Census Tract 9801, Wake County, North Carolina",37183,Wake,Wake County,0,0,2.794005116432144
37185950103,"Census Tract 9501.03, Warren County, North Carolina",37185,Warren,Warren County,491,0.19,2.016400956400095
37155960102,"Census Tract 9601.02, Robeson County, North Carolina",37155,Robeson,Robeson County,2640,0.52,0.6658253100286411
37155960202,"Census Tract 9602.02, Robeson County, North Carolina",37155,Robeson,Robeson County,960,0.22,1.8936213521845084
37155960300,"Census Tract 9603, Robeson County, North Carolina",37155,Robeson,Robeson County,1302,0.19,2.016400956400095
37119005833,"Census Tract 58.33, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,4687,0.91,-0.9303095447739864
37119005836,"Census Tract 58.36, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,2880,0.78,-0.39826459317311064
37119005838,"Census Tract 58.38, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,5063,0.56,0.5021191710745253
37037020500,"Census Tract 205, Chatham County, North Carolina",37037,Chatham,Chatham County,3128,0.89,-0.8484564752969286
37063001807,"Census Tract 18.07, Durham County, North Carolina",37063,Durham,Durham County,3084,0.33,1.4434294700606904
37107011300,"Census Tract 113, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,2952,0.62,0.25655996264335207
37109070202,"Census Tract 702.02, Lincoln County, North Carolina",37109,Lincoln,Lincoln County,2991,0.88,-0.8075299405583997
37179020601,"Census Tract 206.01, Union County, North Carolina",37179,Union,Union County,3415,0.69,-0.029925780526350098
37179020702,"Census Tract 207.02, Union County, North Carolina",37179,Union,Union County,3024,0.7,-0.07085231526487905
37129012103,"Census Tract 121.03, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,4198,0.94,-1.0530891489895728
37067004010,"Census Tract 40.10, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,3132,0.83,-0.6028972668657548
37067004007,"Census Tract 40.07, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,6987,0.88,-0.8075299405583997
37161960600,"Census Tract 9606, Rutherford County, North Carolina",37161,Rutherford,Rutherford County,2418,0.64,0.17470689316629417
37183053521,"Census Tract 535.21, Wake County, North Carolina",37183,Wake,Wake County,3093,0.82,-0.5619707321272259
37183053523,"Census Tract 535.23, Wake County, North Carolina",37183,Wake,Wake County,4143,0.71,-0.111778850003408
37183053605,"Census Tract 536.05, Wake County, North Carolina",37183,Wake,Wake County,1973,0.73,-0.19363191948046587
37183053608,"Census Tract 536.08, Wake County, North Carolina",37183,Wake,Wake County,2005,0.38,1.238796796368046
37183053610,"Census Tract 536.10, Wake County, North Carolina",37183,Wake,Wake County,7031,0.64,0.17470689316629417
37067004013,"Census Tract 40.13, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,2845,0.86,-0.7256768710813417
37069060200,"Census Tract 602, Franklin County, North Carolina",37069,Franklin,Franklin County,3021,0.81,-0.5210441973886974
37069060401,"Census Tract 604.01, Franklin County, North Carolina",37069,Franklin,Franklin County,1741,0.64,0.17470689316629417
37141920202,"Census Tract 9202.02, Pender County, North Carolina",37141,Pender,Pender County,8350,0.97,-1.1758687532051597
37077970602,"Census Tract 9706.02, Granville County, North Carolina",37077,Granville,Granville County,6374,0.81,-0.5210441973886974
37031970102,"Census Tract 9701.02, Carteret County, North Carolina",37031,Carteret,Carteret County,2306,0.94,-1.0530891489895728
37031970200,"Census Tract 9702, Carteret County, North Carolina",37031,Carteret,Carteret County,1336,0.98,-1.2167952879436885
37031970501,"Census Tract 9705.01, Carteret County, North Carolina",37031,Carteret,Carteret County,2560,0.87,-0.7666034058198706
37031970702,"Census Tract 9707.02, Carteret County, North Carolina",37031,Carteret,Carteret County,3010,0.94,-1.0530891489895728
37035011504,"Census Tract 115.04, Catawba County, North Carolina",37035,Catawba,Catawba County,6462,0.98,-1.2167952879436885
37035011602,"Census Tract 116.02, Catawba County, North Carolina",37035,Catawba,Catawba County,4754,0.92,-0.9712360795125154
37035011801,"Census Tract 118.01, Catawba County, North Carolina",37035,Catawba,Catawba County,5502,0.9,-0.8893830100354575
37037020104,"Census Tract 201.04, Chatham County, North Carolina",37037,Chatham,Chatham County,4536,0.94,-1.0530891489895728
37049960402,"Census Tract 9604.02, Craven County, North Carolina",37049,Craven,Craven County,2048,0.49,0.788604914244228
37067000802,"Census Tract 8.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,773,0.32,1.4843560047992193
37155960702,"Census Tract 9607.02, Robeson County, North Carolina",37155,Robeson,Robeson County,1027,0.32,1.4843560047992193
37155961100,"Census Tract 9611, Robeson County, North Carolina",37155,Robeson,Robeson County,760,0.36,1.3206498658451038
37063001809,"Census Tract 18.09, Durham County, North Carolina",37063,Durham,Durham County,2725,0.44,0.9932375879368724
37063002019,"Census Tract 20.19, Durham County, North Carolina",37063,Durham,Durham County,3540,0.78,-0.39826459317311064
37083931100,"Census Tract 9311, Halifax County, North Carolina",37083,Halifax,Halifax County,1582,0.35,1.3615764005836326
37155961302,"Census Tract 9613.02, Robeson County, North Carolina",37155,Robeson,Robeson County,1720,0.31,1.5252825395377483
37155961802,"Census Tract 9618.02, Robeson County, North Carolina",37155,Robeson,Robeson County,740,0.14,2.2210336300927396
37071031302,"Census Tract 313.02, Gaston County, North Carolina",37071,Gaston,Gaston County,3292,0.65,0.13378035842776523
37129012104,"Census Tract 121.04, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,6171,0.95,-1.0940156837281019
37129012201,"Census Tract 122.01, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,2718,0.96,-1.1349422184666307
37129012202,"Census Tract 122.02, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,3167,0.94,-1.0530891489895728
37163970500,"Census Tract 9705, Sampson County, North Carolina",37163,Sampson,Sampson County,3436,0.57,0.4611926363359968
37183053803,"Census Tract 538.03, Wake County, North Carolina",37183,Wake,Wake County,3111,0.85,-0.6847503363428128
37183053806,"Census Tract 538.06, Wake County, North Carolina",37183,Wake,Wake County,2752,0.96,-1.1349422184666307
37183053807,"Census Tract 538.07, Wake County, North Carolina",37183,Wake,Wake County,3527,0.87,-0.7666034058198706
37183053808,"Census Tract 538.08, Wake County, North Carolina",37183,Wake,Wake County,4470,0.89,-0.8484564752969286
37071031402,"Census Tract 314.02, Gaston County, North Carolina",37071,Gaston,Gaston County,2490,0.97,-1.1758687532051597
37071031600,"Census Tract 316, Gaston County, North Carolina",37071,Gaston,Gaston County,2931,0.72,-0.15270538474193693
37069060501,"Census Tract 605.01, Franklin County, North Carolina",37069,Franklin,Franklin County,5459,0.73,-0.19363191948046587
37069060802,"Census Tract 608.02, Franklin County, North Carolina",37069,Franklin,Franklin County,4019,0.86,-0.7256768710813417
37071030501,"Census Tract 305.01, Gaston County, North Carolina",37071,Gaston,Gaston County,2524,0.96,-1.1349422184666307
37071030601,"Census Tract 306.01, Gaston County, North Carolina",37071,Gaston,Gaston County,2701,0.93,-1.0121626142510443
37105030602,"Census Tract 306.02, Lee County, North Carolina",37105,Lee,Lee County,4348,0.83,-0.6028972668657548
37107010100,"Census Tract 101, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,2208,0.54,0.5839722405515831
37129980100,"Census Tract 9801, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,0,0,2.794005116432144
37131920100,"Census Tract 9201, Northampton County, North Carolina",37131,Northampton,Northampton County,2898,0.61,0.297486497381881
37067001100,"Census Tract 11, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,1841,0.71,-0.111778850003408
37067001300,"Census Tract 13, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,3107,0.67,0.05192728895070734
37067002002,"Census Tract 20.02, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,2252,0.65,0.13378035842776523
37067002501,"Census Tract 25.01, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,2484,0.96,-1.1349422184666307
37183054004,"Census Tract 540.04, Wake County, North Carolina",37183,Wake,Wake County,2607,0.54,0.5839722405515831
37183054007,"Census Tract 540.07, Wake County, North Carolina",37183,Wake,Wake County,2922,0.67,0.05192728895070734
37071030801,"Census Tract 308.01, Gaston County, North Carolina",37071,Gaston,Gaston County,1303,0.9,-0.8893830100354575
37071030901,"Census Tract 309.01, Gaston County, North Carolina",37071,Gaston,Gaston County,1707,0.81,-0.5210441973886974
37071031201,"Census Tract 312.01, Gaston County, North Carolina",37071,Gaston,Gaston County,2811,0.8,-0.4801176626501685
37071031202,"Census Tract 312.02, Gaston County, North Carolina",37071,Gaston,Gaston County,2012,0.88,-0.8075299405583997
37067002701,"Census Tract 27.01, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,3780,0.55,0.5430457058130542
37067002703,"Census Tract 27.03, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,3573,0.56,0.5021191710745253
37067002903,"Census Tract 29.03, Forsyth County, North Carolina",37067,Forsyth,Forsyth County,3007,0.74,-0.23455845421899482
37191000101,"Census Tract 1.01, Wayne County, North Carolina",37191,Wayne,Wayne County,5366,0.78,-0.39826459317311064
37133002100,"Census Tract 21, Onslow County, North Carolina",37133,Onslow,Onslow County,3704,0.58,0.42026610159746786
37135010703,"Census Tract 107.03, Orange County, North Carolina",37135,Orange,Orange County,3970,0.61,0.297486497381881
37135010902,"Census Tract 109.02, Orange County, North Carolina",37135,Orange,Orange County,3798,0.69,-0.029925780526350098
37049960101,"Census Tract 9601.01, Craven County, North Carolina",37049,Craven,Craven County,3523,0.96,-1.1349422184666307
37049960102,"Census Tract 9601.02, Craven County, North Carolina",37049,Craven,Craven County,4227,0.92,-0.9712360795125154
37049960500,"Census Tract 9605, Craven County, North Carolina",37049,Craven,Craven County,3919,0.52,0.6658253100286411
37191000302,"Census Tract 3.02, Wayne County, North Carolina",37191,Wayne,Wayne County,3503,0.58,0.42026610159746786
37191000304,"Census Tract 3.04, Wayne County, North Carolina",37191,Wayne,Wayne County,4544,0.78,-0.39826459317311064
37071031703,"Census Tract 317.03, Gaston County, North Carolina",37071,Gaston,Gaston County,2014,0.72,-0.15270538474193693
37045950301,"Census Tract 9503.01, Cleveland County, North Carolina",37045,Cleveland,Cleveland County,2912,0.65,0.13378035842776523
37057060500,"Census Tract 605, Davidson County, North Carolina",37057,Davidson,Davidson County,5258,0.93,-1.0121626142510443
37057061201,"Census Tract 612.01, Davidson County, North Carolina",37057,Davidson,Davidson County,4622,0.75,-0.27548498895752377
37057061600,"Census Tract 616, Davidson County, North Carolina",37057,Davidson,Davidson County,1831,0.64,0.17470689316629417
37057061803,"Census Tract 618.03, Davidson County, North Carolina",37057,Davidson,Davidson County,2645,0.78,-0.39826459317311064
37049961301,"Census Tract 9613.01, Craven County, North Carolina",37049,Craven,Craven County,2458,0.63,0.21563342790482312
37039930601,"Census Tract 9306.01, Cherokee County, North Carolina",37039,Cherokee,Cherokee County,3225,0.93,-1.0121626142510443
37089930100,"Census Tract 9301, Henderson County, North Carolina",37089,Henderson,Henderson County,3744,0.94,-1.0530891489895728
37089930401,"Census Tract 9304.01, Henderson County, North Carolina",37089,Henderson,Henderson County,2863,0.93,-1.0121626142510443
37119003903,"Census Tract 39.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,200,0.1,2.3847397690468553
37151031200,"Census Tract 312, Randolph County, North Carolina",37151,Randolph,Randolph County,3633,0.76,-0.31641152369605274
37171931103,"Census Tract 9311.03, Surry County, North Carolina",37171,Surry,Surry County,1769,0.97,-1.1758687532051597
37173940100,"Census Tract 9401, Swain County, North Carolina",37173,Swain,Swain County,1167,0.23,1.8526948174459796
37081012509,"Census Tract 125.09, Guilford County, North Carolina",37081,Guilford,Guilford County,2073,0.81,-0.5210441973886974
37147002001,"Census Tract 20.01, Pitt County, North Carolina",37147,Pitt,Pitt County,2151,0.33,1.4434294700606904
37151030201,"Census Tract 302.01, Randolph County, North Carolina",37151,Randolph,Randolph County,2615,0.78,-0.39826459317311064
37195000900,"Census Tract 9, Wilson County, North Carolina",37195,Wilson,Wilson County,3331,0.77,-0.35733805843458166
37099950600,"Census Tract 9506, Jackson County, North Carolina",37099,Jackson,Jackson County,9129,0.87,-0.7666034058198706
37101040400,"Census Tract 404, Johnston County, North Carolina",37101,Johnston,Johnston County,3867,0.84,-0.6438238016042839
37081012607,"Census Tract 126.07, Guilford County, North Carolina",37081,Guilford,Guilford County,1375,0.55,0.5430457058130542
37195001200,"Census Tract 12, Wilson County, North Carolina",37195,Wilson,Wilson County,1898,0.53,0.6248987752901122
37051003001,"Census Tract 30.01, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,8910,0.68,0.011000754212178393
37057062002,"Census Tract 620.02, Davidson County, North Carolina",37057,Davidson,Davidson County,3914,0.98,-1.2167952879436885
37059080500,"Census Tract 805, Davie County, North Carolina",37059,Davie,Davie County,4115,0.85,-0.6847503363428128
37077970200,"Census Tract 9702, Granville County, North Carolina",37077,Granville,Granville County,2071,0.43,1.0341641226754013
37047930400,"Census Tract 9304, Columbus County, North Carolina",37047,Columbus,Columbus County,1612,0.44,0.9932375879368724
37047930600,"Census Tract 9306, Columbus County, North Carolina",37047,Columbus,Columbus County,2667,0.76,-0.31641152369605274
37081012609,"Census Tract 126.09, Guilford County, North Carolina",37081,Guilford,Guilford County,2983,0.35,1.3615764005836326
37081012706,"Census Tract 127.06, Guilford County, North Carolina",37081,Guilford,Guilford County,347,0.1,2.3847397690468553
37061090300,"Census Tract 903, Duplin County, North Carolina",37061,Duplin,Duplin County,2872,0.5,0.7476783795056989
37107010300,"Census Tract 103, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,8,0.01,2.7530785816936154
37107010600,"Census Tract 106, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,1591,0.44,0.9932375879368724
37107010700,"Census Tract 107, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,617,0.29,1.6071356090148061
37107010800,"Census Tract 108, Lenoir County, North Carolina",37107,Lenoir,Lenoir County,2657,0.52,0.6658253100286411
37081013601,"Census Tract 136.01, Guilford County, North Carolina",37081,Guilford,Guilford County,1288,0.53,0.6248987752901122
37119004600,"Census Tract 46, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,44,0.02,2.7121520469550866
37119004900,"Census Tract 49, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,40,0.06,2.5484459080009714
37119005100,"Census Tract 51, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,136,0.06,2.5484459080009714
37119005403,"Census Tract 54.03, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,688,0.15,2.1801070953542108
37119005508,"Census Tract 55.08, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,2455,0.58,0.42026610159746786
37119005513,"Census Tract 55.13, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,2036,0.45,0.9523110531983434
37119003013,"Census Tract 30.13, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,4963,0.9,-0.8893830100354575
37123960100,"Census Tract 9601, Montgomery County, North Carolina",37123,Montgomery,Montgomery County,5701,0.88,-0.8075299405583997
37037020702,"Census Tract 207.02, Chatham County, North Carolina",37037,Chatham,Chatham County,3394,0.9,-0.8893830100354575
37051001901,"Census Tract 19.01, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,1083,0.54,0.5839722405515831
37099940200,"Census Tract 9402, Jackson County, North Carolina",37099,Jackson,Jackson County,2482,0.4,1.156943726890988
37063002100,"Census Tract 21, Durham County, North Carolina",37063,Durham,Durham County,6097,0.65,0.13378035842776523
37065020900,"Census Tract 209, Edgecombe County, North Carolina",37065,Edgecombe,Edgecombe County,203,0.07,2.507519373262442
37065021100,"Census Tract 211, Edgecombe County, North Carolina",37065,Edgecombe,Edgecombe County,1930,0.48,0.8295314489827569
37051002700,"Census Tract 27, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,5466,0.67,0.05192728895070734
37093970401,"Census Tract 9704.01, Hoke County, North Carolina",37093,Hoke,Hoke County,1331,0.34,1.4025029353221614
37097060603,"Census Tract 606.03, Iredell County, North Carolina",37097,Iredell,Iredell County,1244,0.66,0.09285382368923628
37097060703,"Census Tract 607.03, Iredell County, North Carolina",37097,Iredell,Iredell County,2874,0.86,-0.7256768710813417
37097061001,"Census Tract 610.01, Iredell County, North Carolina",37097,Iredell,Iredell County,3522,0.9,-0.8893830100354575
37119005616,"Census Tract 56.16, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,652,0.38,1.238796796368046
37119005617,"Census Tract 56.17, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,694,0.36,1.3206498658451038
37125950200,"Census Tract 9502, Moore County, North Carolina",37125,Moore,Moore County,6699,0.85,-0.6847503363428128
37125950401,"Census Tract 9504.01, Moore County, North Carolina",37125,Moore,Moore County,3251,0.91,-0.9303095447739864
37125950602,"Census Tract 9506.02, Moore County, North Carolina",37125,Moore,Moore County,5633,0.83,-0.6028972668657548
37059080700,"Census Tract 807, Davie County, North Carolina",37059,Davie,Davie County,5006,0.85,-0.6847503363428128
37093970201,"Census Tract 9702.01, Hoke County, North Carolina",37093,Hoke,Hoke County,2678,0.51,0.70675184476717
37025041303,"Census Tract 413.03, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,5921,0.6,0.33841303212040996
37051002001,"Census Tract 20.01, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,1450,0.51,0.70675184476717
37051002401,"Census Tract 24.01, Cumberland County, North Carolina",37051,Cumberland,Cumberland County,229,0.15,2.1801070953542108
37065021600,"Census Tract 216, Edgecombe County, North Carolina",37065,Edgecombe,Edgecombe County,2218,0.71,-0.111778850003408
37079950200,"Census Tract 9502, Greene County, North Carolina",37079,Greene,Greene County,3087,0.63,0.21563342790482312
37081010702,"Census Tract 107.02, Guilford County, North Carolina",37081,Guilford,Guilford County,3285,0.6,0.33841303212040996
37025041602,"Census Tract 416.02, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,3289,0.87,-0.7666034058198706
37025042504,"Census Tract 425.04, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,1380,0.9,-0.8893830100354575
37025042603,"Census Tract 426.03, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,5994,0.81,-0.5210441973886974
37101041400,"Census Tract 414, Johnston County, North Carolina",37101,Johnston,Johnston County,6067,0.8,-0.4801176626501685
37101041503,"Census Tract 415.03, Johnston County, North Carolina",37101,Johnston,Johnston County,7355,0.87,-0.7666034058198706
37119006302,"Census Tract 63.02, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,6177,0.73,-0.19363191948046587
37119006407,"Census Tract 64.07, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,3294,0.84,-0.6438238016042839
37093970102,"Census Tract 9701.02, Hoke County, North Carolina",37093,Hoke,Hoke County,7630,0.58,0.42026610159746786
37027030600,"Census Tract 306, Caldwell County, North Carolina",37027,Caldwell,Caldwell County,4159,0.92,-0.9712360795125154
37081014406,"Census Tract 144.06, Guilford County, North Carolina",37081,Guilford,Guilford County,720,0.28,1.648062143753335
37103920200,"Census Tract 9202, Jones County, North Carolina",37103,Jones,Jones County,1642,0.58,0.42026610159746786
37143920100,"Census Tract 9201, Perquimans County, North Carolina",37143,Perquimans,Perquimans County,4871,0.76,-0.31641152369605274
37097061301,"Census Tract 613.01, Iredell County, North Carolina",37097,Iredell,Iredell County,2445,0.85,-0.6847503363428128
37097061304,"Census Tract 613.04, Iredell County, North Carolina",37097,Iredell,Iredell County,4389,0.86,-0.7256768710813417
37097061402,"Census Tract 614.02, Iredell County, North Carolina",37097,Iredell,Iredell County,4711,0.83,-0.6028972668657548
37097061501,"Census Tract 615.01, Iredell County, North Carolina",37097,Iredell,Iredell County,3015,0.82,-0.5619707321272259
37097061601,"Census Tract 616.01, Iredell County, North Carolina",37097,Iredell,Iredell County,2592,0.71,-0.111778850003408
37081016600,"Census Tract 166, Guilford County, North Carolina",37081,Guilford,Guilford County,2156,0.91,-0.9303095447739864
37129011705,"Census Tract 117.05, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,8592,0.94,-1.0530891489895728
37129012004,"Census Tract 120.04, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,3561,0.95,-1.0940156837281019
37129012006,"Census Tract 120.06, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,3831,0.84,-0.6438238016042839
37081014501,"Census Tract 145.01, Guilford County, North Carolina",37081,Guilford,Guilford County,720,0.56,0.5021191710745253
37151030801,"Census Tract 308.01, Randolph County, North Carolina",37151,Randolph,Randolph County,6225,0.87,-0.7666034058198706
37191001000,"Census Tract 10, Wayne County, North Carolina",37191,Wayne,Wayne County,4244,0.93,-1.0121626142510443
37191001200,"Census Tract 12, Wayne County, North Carolina",37191,Wayne,Wayne County,1717,0.45,0.9523110531983434
37085070300,"Census Tract 703, Harnett County, North Carolina",37085,Harnett,Harnett County,3250,0.62,0.25655996264335207
37119005516,"Census Tract 55.16, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1112,0.56,0.5021191710745253
37119005518,"Census Tract 55.18, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,2337,0.4,1.156943726890988
37119005519,"Census Tract 55.19, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,2344,0.46,0.9113845184598145
37119005520,"Census Tract 55.20, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1527,0.32,1.4843560047992193
37081011000,"Census Tract 110, Guilford County, North Carolina",37081,Guilford,Guilford County,683,0.13,2.2619601648312684
37081011102,"Census Tract 111.02, Guilford County, North Carolina",37081,Guilford,Guilford County,0,0,2.794005116432144
37047931200,"Census Tract 9312, Columbus County, North Carolina",37047,Columbus,Columbus County,4221,0.58,0.42026610159746786
37119005612,"Census Tract 56.12, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1528,0.31,1.5252825395377483
37119005615,"Census Tract 56.15, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,581,0.29,1.6071356090148061
37127010502,"Census Tract 105.02, Nash County, North Carolina",37127,Nash,Nash County,2471,0.36,1.3206498658451038
37063002026,"Census Tract 20.26, Durham County, North Carolina",37063,Durham,Durham County,1431,0.2,1.9754744216615663
37129012007,"Census Tract 120.07, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,4116,0.93,-1.0121626142510443
37129012008,"Census Tract 120.08, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,4854,0.81,-0.5210441973886974
37151031000,"Census Tract 310, Randolph County, North Carolina",37151,Randolph,Randolph County,5396,0.76,-0.31641152369605274
37025042000,"Census Tract 420, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,3238,0.67,0.05192728895070734
37025042200,"Census Tract 422, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,6445,0.88,-0.8075299405583997
37119005524,"Census Tract 55.24, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1873,0.2,1.9754744216615663
37119005604,"Census Tract 56.04, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,3459,0.61,0.297486497381881
37119005610,"Census Tract 56.10, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,1218,0.39,1.197870261629517
37155960501,"Census Tract 9605.01, Robeson County, North Carolina",37155,Robeson,Robeson County,149,0.04,2.6302989774780285
37077970702,"Census Tract 9707.02, Granville County, North Carolina",37077,Granville,Granville County,1285,0.47,0.8704579837212858
37089930703,"Census Tract 9307.03, Henderson County, North Carolina",37089,Henderson,Henderson County,5382,0.97,-1.1758687532051597
37089931000,"Census Tract 9310, Henderson County, North Carolina",37089,Henderson,Henderson County,4414,0.8,-0.4801176626501685
37091950200,"Census Tract 9502, Hertford County, North Carolina",37091,Hertford,Hertford County,1629,0.28,1.648062143753335
37081013800,"Census Tract 138, Guilford County, North Carolina",37081,Guilford,Guilford County,1093,0.23,1.8526948174459796
37137950202,"Census Tract 9502.02, Pamlico County, North Carolina",37137,Pamlico,Pamlico County,2169,0.92,-0.9712360795125154
37071032302,"Census Tract 323.02, Gaston County, North Carolina",37071,Gaston,Gaston County,2077,0.67,0.05192728895070734
37127011400,"Census Tract 114, Nash County, North Carolina",37127,Nash,Nash County,2545,0.63,0.21563342790482312
37129010400,"Census Tract 104, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,2584,0.85,-0.6847503363428128
37129011000,"Census Tract 110, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,1192,0.52,0.6658253100286411
37129011300,"Census Tract 113, New Hanover County, North Carolina",37129,New Hanover,New Hanover County,1337,0.74,-0.23455845421899482
37089931500,"Census Tract 9315, Henderson County, North Carolina",37089,Henderson,Henderson County,3712,0.94,-1.0530891489895728
37113970600,"Census Tract 9706, Macon County, North Carolina",37113,Macon,Macon County,5397,0.95,-1.0940156837281019
37125951100,"Census Tract 9511, Moore County, North Carolina",37125,Moore,Moore County,6318,0.69,-0.029925780526350098
37087921302,"Census Tract 9213.02, Haywood County, North Carolina",37087,Haywood,Haywood County,4809,0.97,-1.1758687532051597
37081015300,"Census Tract 153, Guilford County, North Carolina",37081,Guilford,Guilford County,4860,0.53,0.6248987752901122
37047931000,"Census Tract 9310, Columbus County, North Carolina",37047,Columbus,Columbus County,3328,0.62,0.25655996264335207
37047931100,"Census Tract 9311, Columbus County, North Carolina",37047,Columbus,Columbus County,3298,0.82,-0.5619707321272259
37081015705,"Census Tract 157.05, Guilford County, North Carolina",37081,Guilford,Guilford County,2310,0.73,-0.19363191948046587
37081015500,"Census Tract 155, Guilford County, North Carolina",37081,Guilford,Guilford County,2440,0.35,1.3615764005836326
37047930700,"Census Tract 9307, Columbus County, North Carolina",37047,Columbus,Columbus County,2779,0.58,0.42026610159746786
37029950102,"Census Tract 9501.02, Camden County, North Carolina",37029,Camden,Camden County,4013,0.84,-0.6438238016042839
37139960501,"Census Tract 9605.01, Pasquotank County, North Carolina",37139,Pasquotank,Pasquotank County,2795,0.84,-0.6438238016042839
